project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ-0001781,COMP-0187,Expense Reporting Bot,2023-11-13,2025-09-27,Failed,Digital Process Automation,23,633880.85,-139770.73,-22.05,IT,KPMG,Canada,Retail,13078,false,false
PRJ-0001782,COMP-0050,Sales Order Processing Pipeline,2021-05-01,2022-09-02,Planning,AI + RPA,81,110995.3,123393.48,111.17,Supply Chain,BCG,Canada,Banking,11511,false,false
PRJ-0001783,COMP-0066,IT Ticket Classification Pipeline,2021-03-22,2022-07-22,Failed,Robotic Process Automation,26,973537.75,-347747.68,-35.72,Supply Chain,Wipro,Canada,Telecom,18452,false,true
PRJ-0001784,COMP-0114,Invoice Processing Engine,2021-04-21,2021-12-03,Completed,Digital Process Automation,29,646512.97,2292728.95,354.63,Human Resources,EY,Australia,Banking,3596,false,false
PRJ-0001785,COMP-0014,Payroll Automation System,2023-06-05,2024-05-26,On Hold,Cognitive Automation,39,730123.66,1525228.33,208.9,Operations,EY,Canada,Logistics,14330,false,true
PRJ-0001786,COMP-0124,Purchase Order Processing System,2023-06-21,2025-05-27,In Progress,Cognitive Automation,26,1544947.49,3144740.62,203.55,Operations,Wipro,Canada,Telecom,14320,false,true
PRJ-0001787,COMP-0094,Audit Trail Solution,2020-11-01,2021-03-09,On Hold,Intelligent Process Automation,56,1221228.8,2950000.29,241.56,Sales,Tata Consultancy Services,India,Telecom,2520,false,true
PRJ-0001788,COMP-0007,Data Migration Platform,2020-09-08,2020-01-14,Completed,AI + RPA,43,600192.96,1487158.12,247.78,IT,Tata Consultancy Services,Poland,Energy,13924,true,true
PRJ-0001789,COMP-0156,Sales Order Processing Framework,2020-12-15,2022-08-24,Completed,AI + RPA,40,506647.72,894233.23,176.5,Legal,IBM,France,Pharma,22380,false,false
PRJ-0001790,COMP-0144,Order Management Module,2022-03-08,2024-11-23,Planning,AI + RPA,22,1869052.61,1540286.26,82.41,Finance,Wipro,Australia,Technology,23044,false,true
PRJ-0001791,COMP-0064,Tax Filing Module,2021-05-27,2023-11-12,Planning,AI + RPA,58,360419.95,594188.33,164.86,Legal,Cognizant,United Kingdom,Healthcare,16157,false,true
PRJ-0001792,COMP-0115,Inventory Management Platform,2020-08-04,2020-11-22,Failed,Digital Process Automation,59,1246743.2,76924.06,6.17,IT,Wipro,Brazil,Retail,2297,false,false
PRJ-0001793,COMP-0187,Expense Reporting Bot,2022-09-02,2022-02-15,Planning,Intelligent Process Automation,73,246748.51,921383.61,373.41,Supply Chain,PwC,United Kingdom,Banking,5135,true,false
PRJ-0001794,COMP-0102,Data Migration Tool,2023-12-26,2025-03-14,Planning,AI + RPA,52,1689331.02,1072218.4,63.47,Legal,IBM,Canada,Healthcare,1556,false,false
PRJ-0001795,COMP-0042,Credit Risk Analysis Pipeline,2020-05-25,2020-09-02,Completed,Digital Process Automation,77,857499.56,1877409.54,218.94,IT,Deloitte,Singapore,Insurance,22735,true,false
PRJ-0001796,COMP-0118,Customer Service Bot System,2022-09-05,2023-09-08,Planning,Intelligent Process Automation,96,1388358.34,1433063.48,103.22,Marketing,PwC,Australia,Logistics,13004,false,false
PRJ-0001797,COMP-0008,Financial Reconciliation Framework,2021-05-17,2021-08-20,Failed,Digital Process Automation,76,1449183.35,343891.21,23.73,Finance,Infosys,United States,Technology,2194,false,false
PRJ-0001798,COMP-0133,Risk Assessment Module,2021-03-13,2021-01-22,In Progress,Robotic Process Automation,84,1508632.25,1512403.83,100.25,Compliance,PwC,Canada,Technology,23046,false,false
PRJ-0001799,COMP-0198,Procure to Pay Tool,2022-09-15,2024-01-05,Failed,Intelligent Process Automation,88,932816.28,-143280.58,-15.36,Customer Service,KPMG,Poland,Banking,10215,true,true
PRJ-0001800,COMP-0123,Report Generation Tool,2021-06-19,2021-11-08,In Progress,Digital Process Automation,41,1821250.57,5981351.12,328.42,Human Resources,Wipro,Brazil,Pharma,21140,false,true
PRJ-0001801,COMP-0061,Purchase Order Processing System,2020-04-10,2022-03-27,On Hold,AI + RPA,30,1921888.93,5964005.73,310.32,Supply Chain,Tata Consultancy Services,United Kingdom,Energy,18396,false,false
PRJ-0001802,COMP-0008,Order Management Platform,2023-11-13,2023-05-08,Planning,Cognitive Automation,64,1935881.56,3101669.44,160.22,Customer Service,Accenture,United States,Banking,2331,false,false
PRJ-0001803,COMP-0083,HR Onboarding Engine,2020-01-04,2020-09-04,Failed,AI + RPA,55,909688.5,51761.28,5.69,Legal,BCG,United States,Retail,2586,true,true
PRJ-0001804,COMP-0075,Audit Trail Tool,2023-04-14,2024-10-14,On Hold,Cognitive Automation,77,702310.34,2166557.17,308.49,Customer Service,Capgemini,Netherlands,Insurance,7995,false,true
PRJ-0001805,COMP-0031,Tax Filing Bot,2022-04-02,2024-07-25,Planning,Cognitive Automation,41,473815.46,1129197.0,238.32,Human Resources,Accenture,Singapore,Energy,6932,true,false
PRJ-0001806,COMP-0034,Asset Tracking Framework,2022-05-01,2023-11-06,In Progress,Digital Process Automation,28,1763385.74,6002565.06,340.4,Supply Chain,Deloitte,Netherlands,Pharma,14375,true,true
PRJ-0001807,COMP-0030,Purchase Order Processing Bot,2023-02-07,2023-03-17,Completed,Digital Process Automation,66,261222.27,672568.98,257.47,Sales,Infosys,Canada,Banking,5676,true,true
PRJ-0001808,COMP-0153,Data Validation Automation,2022-12-15,2023-09-15,Completed,Cognitive Automation,100,829157.91,373286.89,45.02,Human Resources,BCG,Netherlands,Telecom,7222,true,false
PRJ-0001809,COMP-0128,IT Service Management System,2022-03-07,2024-05-19,On Hold,Digital Process Automation,57,330724.23,58405.9,17.66,Sales,Cognizant,Canada,Manufacturing,8186,true,false
PRJ-0001810,COMP-0185,Sales Order Processing Engine,2021-12-01,2021-07-19,Planning,Digital Process Automation,90,226597.58,156510.95,69.07,Human Resources,PwC,India,Telecom,8298,true,true
PRJ-0001811,COMP-0133,Credit Risk Analysis Automation,2022-05-02,2022-11-21,Completed,Digital Process Automation,81,471830.78,322637.89,68.38,Compliance,KPMG,Singapore,Retail,20606,true,true
PRJ-0001812,COMP-0007,Employee Offboarding Automation,2020-08-27,2020-03-20,Completed,Robotic Process Automation,92,722917.95,1365375.13,188.87,Legal,EY,Germany,Healthcare,10007,true,false
PRJ-0001813,COMP-0050,Billing Automation Bot,2021-10-08,2022-07-23,In Progress,Robotic Process Automation,86,189030.84,226515.66,119.83,Operations,BCG,United States,Logistics,23327,false,false
PRJ-0001814,COMP-0066,Vendor Management Pipeline,2020-12-09,2020-07-10,Planning,Intelligent Process Automation,50,659280.8,926355.45,140.51,Supply Chain,Tata Consultancy Services,United Kingdom,Healthcare,10341,true,false
PRJ-0001815,COMP-0185,Customer Service Bot Framework,2023-11-18,2023-10-28,On Hold,Digital Process Automation,71,1675305.38,4004649.98,239.04,IT,Wipro,France,Energy,13678,true,false
PRJ-0001816,COMP-0013,HR Onboarding Automation,2023-02-12,2023-07-23,On Hold,Robotic Process Automation,47,947751.08,1822051.45,192.25,Marketing,IBM,Canada,Pharma,22769,true,false
PRJ-0001817,COMP-0018,Workflow Orchestration Platform,2020-12-14,2021-01-25,In Progress,Intelligent Process Automation,29,167703.34,40886.07,24.38,Customer Service,PwC,India,Healthcare,15703,true,true
PRJ-0001818,COMP-0128,Contract Management System,2023-10-02,2025-01-11,On Hold,Cognitive Automation,37,673850.93,2608274.79,387.07,Sales,Deloitte,United States,Telecom,15694,true,false
PRJ-0001819,COMP-0073,Inventory Management Framework,2023-08-07,2023-02-26,On Hold,Robotic Process Automation,76,1315664.58,3975017.4,302.13,IT,PwC,Germany,Energy,3506,true,true
PRJ-0001820,COMP-0022,Payroll Automation Framework,2021-11-25,2022-02-09,In Progress,Cognitive Automation,6,488525.81,1452875.76,297.4,Supply Chain,Deloitte,United Kingdom,Banking,10636,true,true
PRJ-0001821,COMP-0020,IT Service Management Tool,2022-10-19,2024-08-21,In Progress,AI + RPA,43,167116.37,253030.9,151.41,Human Resources,EY,Poland,Insurance,20902,false,false
PRJ-0001822,COMP-0100,Procure to Pay Module,2023-04-13,2023-09-11,Failed,Digital Process Automation,45,1875515.82,-365350.48,-19.48,Customer Service,Deloitte,Germany,Logistics,23000,false,true
PRJ-0001823,COMP-0073,Loan Processing Bot,2021-10-08,2021-04-22,Failed,AI + RPA,96,1213121.49,-587150.8,-48.4,Legal,Tata Consultancy Services,United States,Technology,9161,true,false
PRJ-0001824,COMP-0061,Returns Processing Platform,2021-08-27,2023-04-16,On Hold,Digital Process Automation,42,465638.47,1848724.42,397.03,Sales,Cognizant,Japan,Banking,18625,true,true
PRJ-0001825,COMP-0137,Audit Trail Automation,2021-02-10,2021-01-07,In Progress,AI + RPA,44,1772672.37,1939303.57,109.4,Customer Service,Wipro,Germany,Telecom,19538,false,true
PRJ-0001826,COMP-0104,Customer Onboarding KYC Framework,2020-08-05,2021-01-05,Completed,Digital Process Automation,53,1262315.6,4396771.47,348.31,Compliance,Accenture,Germany,Healthcare,21344,true,false
PRJ-0001827,COMP-0025,Supply Chain Reconciliation Framework,2021-08-27,2021-03-28,Completed,Robotic Process Automation,76,433276.12,1208710.39,278.97,Supply Chain,Accenture,United States,Logistics,22020,false,true
PRJ-0001828,COMP-0197,Workflow Orchestration Pipeline,2021-01-20,2023-10-06,Failed,Cognitive Automation,71,179072.16,18050.47,10.08,Supply Chain,BCG,United States,Logistics,7508,true,false
PRJ-0001829,COMP-0177,Audit Trail Framework,2020-05-14,2020-01-18,Failed,Cognitive Automation,14,566407.0,-264172.22,-46.64,Compliance,IBM,Brazil,Retail,9069,false,false
PRJ-0001830,COMP-0101,Regulatory Reporting Tool,2021-03-02,2023-08-19,Failed,Cognitive Automation,40,1159718.91,-271606.17,-23.42,IT,Infosys,Japan,Telecom,7921,true,false
PRJ-0001831,COMP-0130,Loan Processing System,2023-11-26,2025-05-15,Failed,Cognitive Automation,31,1725946.17,-588547.64,-34.1,Marketing,PwC,India,Retail,13069,false,false
PRJ-0001832,COMP-0011,Employee Offboarding Tool,2021-05-26,2022-03-17,On Hold,Robotic Process Automation,40,1985119.85,1602190.23,80.71,Customer Service,PwC,United Kingdom,Telecom,17065,false,true
PRJ-0001833,COMP-0001,Supply Chain Reconciliation Automation,2023-02-06,2024-06-21,Planning,AI + RPA,15,343584.48,182134.13,53.01,Legal,Infosys,Brazil,Manufacturing,16129,false,false
PRJ-0001834,COMP-0072,Payroll Automation Tool,2021-03-23,2023-03-06,Planning,Cognitive Automation,99,698634.11,163340.65,23.38,Human Resources,IBM,France,Telecom,5633,true,true
PRJ-0001835,COMP-0062,Returns Processing Bot,2021-02-19,2021-10-02,Completed,AI + RPA,26,600298.46,598917.77,99.77,Human Resources,BCG,Singapore,Logistics,16130,false,false
PRJ-0001836,COMP-0076,Compliance Monitoring System,2021-05-09,2021-04-06,On Hold,Robotic Process Automation,61,1227969.89,1885424.97,153.54,Legal,Cognizant,Canada,Pharma,11601,false,false
PRJ-0001837,COMP-0145,Purchase Order Processing Automation,2021-09-06,2022-05-23,Planning,Digital Process Automation,66,1226440.35,4808749.97,392.09,Finance,Deloitte,Netherlands,Banking,15792,true,true
PRJ-0001838,COMP-0008,Supply Chain Reconciliation Framework,2020-03-23,2020-06-25,Completed,Cognitive Automation,29,1693899.3,833567.85,49.21,Sales,KPMG,Japan,Retail,1263,false,true
PRJ-0001839,COMP-0158,Supply Chain Reconciliation Module,2022-07-11,2022-07-15,Planning,AI + RPA,12,1425813.64,2927765.73,205.34,Supply Chain,Capgemini,Singapore,Retail,8434,true,true
PRJ-0001840,COMP-0039,Sales Order Processing System,2023-10-24,2023-11-13,Failed,Intelligent Process Automation,29,1441964.37,358472.34,24.86,Operations,IBM,India,Pharma,17013,false,true
PRJ-0001841,COMP-0156,Document Processing Module,2022-12-04,2022-07-03,Completed,Robotic Process Automation,96,1322895.51,2348933.27,177.56,Human Resources,Cognizant,India,Banking,24666,true,false
PRJ-0001842,COMP-0110,Vendor Management Tool,2021-10-12,2021-01-21,Completed,AI + RPA,85,1193938.12,1913524.62,160.27,Supply Chain,Deloitte,Japan,Energy,23627,false,true
PRJ-0001843,COMP-0144,Audit Trail Engine,2021-02-12,2022-04-09,Completed,AI + RPA,62,1497555.31,814819.84,54.41,Marketing,PwC,Canada,Healthcare,17324,true,true
PRJ-0001844,COMP-0029,HR Onboarding Bot,2021-09-16,2023-09-01,On Hold,Intelligent Process Automation,70,442156.92,815867.95,184.52,Marketing,Cognizant,United Kingdom,Retail,14024,false,true
PRJ-0001845,COMP-0062,Billing Automation Platform,2022-11-23,2024-01-06,Planning,Robotic Process Automation,78,1244355.67,3523393.08,283.15,Supply Chain,Wipro,Japan,Logistics,18469,false,false
PRJ-0001846,COMP-0095,Data Validation Pipeline,2020-02-19,2022-05-28,Completed,Intelligent Process Automation,40,489879.83,1157781.99,236.34,Customer Service,KPMG,Poland,Healthcare,17757,true,false
PRJ-0001847,COMP-0082,Contract Management Automation,2023-12-19,2023-07-01,In Progress,AI + RPA,36,1747670.73,741012.39,42.4,Finance,Wipro,Brazil,Banking,17539,false,true
PRJ-0001848,COMP-0126,IT Ticket Classification Solution,2022-04-02,2022-09-02,Failed,Cognitive Automation,74,941950.0,214293.62,22.75,Operations,Deloitte,Poland,Healthcare,13140,false,false
PRJ-0001849,COMP-0111,Claims Processing Framework,2021-08-28,2023-01-23,Completed,Intelligent Process Automation,9,594732.17,1902012.95,319.81,Finance,PwC,Canada,Pharma,14382,true,true
PRJ-0001850,COMP-0076,Billing Automation Tool,2022-05-08,2023-01-18,In Progress,AI + RPA,9,650759.76,825163.38,126.8,Finance,Capgemini,Netherlands,Manufacturing,21853,true,false
PRJ-0001851,COMP-0011,Data Validation Bot,2020-08-08,2022-10-16,Completed,Digital Process Automation,31,1234797.35,3944683.61,319.46,Customer Service,Deloitte,Germany,Telecom,21858,true,true
PRJ-0001852,COMP-0007,Customer Onboarding KYC Platform,2022-01-13,2022-09-15,In Progress,Intelligent Process Automation,15,1874361.45,772611.79,41.22,Finance,Infosys,Brazil,Technology,14367,false,true
PRJ-0001853,COMP-0009,Email Automation Framework,2022-05-06,2022-05-13,In Progress,AI + RPA,20,596391.97,2252572.47,377.7,Compliance,IBM,United Kingdom,Healthcare,4442,true,true
PRJ-0001854,COMP-0020,Loan Processing Tool,2020-12-21,2020-10-13,Completed,Intelligent Process Automation,75,1394052.04,275464.68,19.76,Customer Service,KPMG,Poland,Technology,23506,false,true
PRJ-0001855,COMP-0173,Inventory Management Solution,2022-12-08,2022-03-02,Completed,AI + RPA,60,894374.48,3512655.77,392.75,Operations,Cognizant,Japan,Technology,14063,true,true
PRJ-0001856,COMP-0078,Customer Service Bot Automation,2022-04-17,2024-04-10,In Progress,Cognitive Automation,12,1216383.52,4295293.49,353.12,Operations,Deloitte,Brazil,Healthcare,10567,false,false
PRJ-0001857,COMP-0181,Workflow Orchestration Bot,2023-12-08,2025-06-13,Planning,Robotic Process Automation,9,1394639.21,2697511.16,193.42,Supply Chain,Tata Consultancy Services,Australia,Healthcare,16177,true,false
PRJ-0001858,COMP-0021,Loan Processing Solution,2021-03-23,2022-12-13,On Hold,Digital Process Automation,57,1149129.44,2021548.51,175.92,Operations,EY,Canada,Insurance,22532,true,false
PRJ-0001859,COMP-0039,Fraud Detection Solution,2022-08-22,2024-01-25,Failed,Digital Process Automation,59,436683.49,-36463.07,-8.35,Customer Service,Wipro,Poland,Banking,15180,false,false
PRJ-0001860,COMP-0010,Report Generation Automation,2022-09-13,2023-10-19,Failed,Digital Process Automation,11,436147.15,-102189.28,-23.43,Sales,Tata Consultancy Services,India,Retail,6893,true,true
PRJ-0001861,COMP-0165,Risk Assessment System,2023-11-25,2024-09-27,Failed,Cognitive Automation,57,289723.98,-111051.2,-38.33,Marketing,BCG,Australia,Telecom,22121,true,false
PRJ-0001862,COMP-0054,Fraud Detection Platform,2022-03-04,2022-09-28,In Progress,Intelligent Process Automation,14,1352609.72,4999380.79,369.61,Legal,Capgemini,India,Telecom,12192,true,true
PRJ-0001863,COMP-0021,Contract Management Automation,2022-05-21,2024-03-13,In Progress,Intelligent Process Automation,38,1555368.93,336892.91,21.66,Legal,Tata Consultancy Services,Japan,Pharma,6868,true,true
PRJ-0001864,COMP-0123,Financial Reconciliation System,2023-10-06,2024-03-06,Planning,Robotic Process Automation,97,800234.97,2977194.18,372.04,Customer Service,Accenture,Japan,Telecom,23637,false,false
PRJ-0001865,COMP-0079,Report Generation Bot,2020-07-17,2022-02-09,Planning,AI + RPA,76,1967382.08,1283126.59,65.22,Customer Service,KPMG,France,Pharma,3026,true,true
PRJ-0001866,COMP-0117,Expense Reporting Module,2020-05-09,2022-02-03,Failed,Cognitive Automation,5,1008380.4,-211659.05,-20.99,Finance,PwC,United States,Logistics,13321,true,false
PRJ-0001867,COMP-0190,Purchase Order Processing Module,2021-03-07,2023-04-17,In Progress,Robotic Process Automation,46,193567.47,437288.27,225.91,Finance,Infosys,Canada,Insurance,16807,false,false
PRJ-0001868,COMP-0032,Tax Filing Automation,2022-12-03,2023-07-26,Planning,AI + RPA,79,432161.31,816266.28,188.88,Finance,Capgemini,Australia,Telecom,20516,true,true
PRJ-0001869,COMP-0008,Credit Risk Analysis System,2023-06-28,2025-03-20,Completed,Digital Process Automation,67,1402792.33,280418.19,19.99,IT,Cognizant,Netherlands,Pharma,21417,true,true
PRJ-0001870,COMP-0006,Customer Onboarding KYC Engine,2023-04-12,2024-09-10,On Hold,Robotic Process Automation,72,1366833.15,3143169.51,229.96,IT,IBM,United Kingdom,Energy,9219,true,false
PRJ-0001871,COMP-0120,IT Service Management System,2021-03-23,2021-07-26,In Progress,Robotic Process Automation,88,1271009.94,2106444.77,165.73,Finance,BCG,Australia,Manufacturing,21625,true,true
PRJ-0001872,COMP-0094,Returns Processing Tool,2022-02-13,2022-03-28,In Progress,Digital Process Automation,53,1019867.89,3351897.81,328.66,Customer Service,BCG,Germany,Pharma,7079,false,true
PRJ-0001873,COMP-0009,Employee Offboarding Pipeline,2021-08-17,2022-10-23,On Hold,Intelligent Process Automation,13,474630.89,527504.77,111.14,Sales,Deloitte,Japan,Insurance,14934,false,true
PRJ-0001874,COMP-0150,Inventory Management Bot,2023-10-09,2023-11-02,Planning,Robotic Process Automation,58,1719712.87,478080.18,27.8,Legal,Capgemini,Brazil,Healthcare,20503,true,true
PRJ-0001875,COMP-0102,Employee Offboarding Engine,2023-05-09,2025-03-11,In Progress,Digital Process Automation,55,518374.6,187236.91,36.12,Customer Service,Capgemini,Singapore,Retail,23085,false,false
PRJ-0001876,COMP-0199,Credit Risk Analysis Tool,2023-05-27,2025-12-28,Failed,Intelligent Process Automation,93,930857.07,-205719.41,-22.1,Operations,PwC,Brazil,Pharma,21090,false,false
PRJ-0001877,COMP-0020,Audit Trail Framework,2020-11-18,2020-07-22,Completed,Cognitive Automation,37,716625.91,1578583.55,220.28,Marketing,PwC,Japan,Logistics,11010,true,true
PRJ-0001878,COMP-0131,Regulatory Reporting Solution,2021-04-14,2023-06-15,Planning,Cognitive Automation,86,583210.38,1681803.77,288.37,Operations,Tata Consultancy Services,Canada,Telecom,12732,false,false
PRJ-0001879,COMP-0054,Credit Risk Analysis Platform,2021-10-16,2021-04-17,Planning,AI + RPA,82,152124.78,511245.75,336.07,Finance,IBM,Poland,Telecom,22385,true,true
PRJ-0001880,COMP-0051,Audit Trail Module,2023-07-04,2024-08-02,Planning,Cognitive Automation,62,1403835.96,3876833.39,276.16,Customer Service,Cognizant,Singapore,Manufacturing,1962,false,true
